SubID,PartnerID,Rating,Time,adjustedTime
249,66,46.0,7.01,0.0
249,66,46.0,7.11,0.10000000000000052
249,66,46.0,7.21,0.20000000000000015
249,66,46.0,7.31,0.2999999999999998
249,66,46.0,7.41,0.4000000000000004
249,66,46.0,7.51,0.5
249,66,46.0,7.61,0.6000000000000005
249,66,46.0,7.71,0.7000000000000002
249,66,46.0,7.81,0.7999999999999998
249,66,46.0,7.91,0.9000000000000004
249,66,46.0,8.01,1.0
249,66,46.0,8.11,1.0999999999999996
249,66,46.0,8.21,1.200000000000001
249,66,46.0,8.31,1.3000000000000007
249,66,46.0,8.41,1.4000000000000004
249,66,46.0,8.51,1.5
249,66,46.0,8.61,1.5999999999999996
249,66,46.0,8.71,1.7000000000000008
249,66,46.0,8.81,1.8000000000000007
249,66,46.0,8.91,1.9000000000000004
249,66,46.0,9.01,2.0
249,66,46.0,9.11,2.1
249,66,46.0,9.21,2.200000000000001
249,66,46.0,9.31,2.3000000000000007
249,66,46.0,9.41,2.4000000000000004
249,66,46.0,9.51,2.5
249,66,46.0,9.61,2.6
249,66,46.0,9.71,2.700000000000001
249,66,46.0,9.81,2.8000000000000007
249,66,46.0,9.91,2.9000000000000004
249,66,46.0,10.01,3.0
249,66,46.0,10.11,3.1
249,66,46.0,10.21,3.200000000000001
249,66,46.0,10.31,3.3000000000000007
249,66,46.0,10.41,3.4000000000000004
249,66,46.0,10.51,3.5
249,66,46.0,10.61,3.6
249,66,46.0,10.71,3.700000000000001
249,66,46.0,10.81,3.8000000000000007
249,66,46.0,10.91,3.9
249,66,46.0,11.01,4.0
249,66,46.0,11.11,4.1
249,66,46.0,11.21,4.200000000000001
249,66,46.0,11.31,4.300000000000002
249,66,46.0,11.41,4.4
249,66,46.0,11.51,4.5
249,66,46.0,11.61,4.6
249,66,46.0,11.71,4.700000000000001
249,66,46.0,11.81,4.800000000000002
249,66,46.0,11.91,4.9
249,66,46.0,12.01,5.0
249,66,46.0,12.11,5.1
249,66,46.0,12.21,5.200000000000001
249,66,46.0,12.31,5.300000000000002
249,66,46.0,12.41,5.4
249,66,46.0,12.51,5.5
249,66,46.0,12.61,5.6
249,66,46.0,12.71,5.700000000000001
249,66,46.0,12.81,5.800000000000002
249,66,46.0,12.91,5.9
249,66,46.0,13.01,6.0
249,66,46.0,13.11,6.1
249,66,46.0,13.21,6.200000000000001
249,66,46.0,13.31,6.300000000000002
249,66,46.0,13.41,6.4
249,66,46.0,13.51,6.5
249,66,46.0,13.61,6.6
249,66,46.0,13.71,6.700000000000001
249,66,46.0,13.81,6.800000000000002
249,66,46.0,13.91,6.9
249,66,46.0,14.01,7.0
249,66,46.0,14.11,7.1
249,66,46.0,14.21,7.200000000000001
249,66,46.0,14.31,7.300000000000002
249,66,46.0,14.41,7.4
249,66,46.0,14.51,7.5
249,66,46.0,14.61,7.6
249,66,46.0,14.71,7.700000000000001
249,66,46.0,14.81,7.800000000000002
249,66,46.0,14.91,7.9
249,66,46.0,15.01,8.0
249,66,46.0,15.11,8.1
249,66,46.0,15.21,8.200000000000001
249,66,46.0,15.31,8.3
249,66,46.0,15.41,8.4
249,66,46.0,15.51,8.5
249,66,46.0,15.61,8.6
249,66,46.0,15.71,8.700000000000001
249,66,46.0,15.81,8.8
249,66,46.0,15.91,8.9
249,66,46.0,16.01,9.000000000000002
249,66,46.0,16.11,9.1
249,66,46.0,16.21,9.2
249,66,46.0,16.31,9.3
249,66,46.0,16.41,9.4
249,66,46.0,16.51,9.500000000000002
249,66,46.0,16.61,9.6
249,66,46.0,16.71,9.7
249,66,46.0,16.81,9.8
249,66,46.0,16.91,9.9
249,66,46.0,17.01,10.000000000000002
249,66,46.0,17.11,10.1
249,66,46.0,17.21,10.2
249,66,46.0,17.31,10.3
249,66,46.0,17.41,10.4
249,66,46.0,17.51,10.500000000000002
249,66,46.0,17.61,10.6
249,66,46.0,17.71,10.7
249,66,46.0,17.81,10.8
249,66,46.0,17.91,10.9
249,66,46.0,18.01,11.000000000000002
249,66,46.0,18.11,11.1
249,66,46.0,18.21,11.2
249,66,46.0,18.31,11.3
249,66,46.0,18.41,11.4
249,66,46.0,18.51,11.500000000000002
249,66,46.0,18.61,11.6
249,66,46.0,18.71,11.7
249,66,46.0,18.81,11.8
249,66,46.0,18.91,11.9
249,66,46.0,19.01,12.000000000000002
249,66,46.0,19.11,12.1
249,66,46.0,19.21,12.2
249,66,46.0,19.31,12.3
249,66,47.0,19.41,12.4
249,66,47.0,19.51,12.500000000000002
249,66,47.0,19.61,12.6
249,66,47.0,19.71,12.7
249,66,47.0,19.81,12.8
249,66,47.0,19.91,12.9
249,66,47.0,20.01,13.000000000000002
249,66,47.0,20.11,13.1
249,66,47.0,20.21,13.2
249,66,47.0,20.31,13.3
249,66,47.0,20.41,13.4
249,66,48.0,20.51,13.500000000000002
249,66,48.0,20.61,13.6
249,66,49.0,20.71,13.7
249,66,49.0,20.81,13.8
249,66,49.0,20.91,13.9
249,66,49.0,21.01,14.000000000000002
249,66,49.0,21.11,14.1
249,66,50.0,21.21,14.2
249,66,50.0,21.31,14.3
249,66,50.0,21.41,14.4
249,66,50.0,21.51,14.500000000000002
249,66,50.0,21.61,14.6
249,66,50.0,21.71,14.7
249,66,50.0,21.81,14.8
249,66,50.0,21.91,14.9
249,66,50.0,22.01,15.000000000000002
249,66,50.0,22.11,15.1
249,66,50.0,22.21,15.2
249,66,50.0,22.31,15.3
249,66,50.0,22.41,15.4
249,66,51.0,22.51,15.500000000000002
249,66,51.0,22.61,15.6
249,66,51.0,22.71,15.7
249,66,51.0,22.81,15.8
249,66,51.0,22.91,15.9
249,66,51.0,23.01,16.0
249,66,51.0,23.11,16.1
249,66,51.0,23.21,16.200000000000006
249,66,51.0,23.31,16.299999999999994
249,66,51.0,23.41,16.4
249,66,51.0,23.51,16.5
249,66,51.0,23.61,16.6
249,66,51.0,23.71,16.700000000000006
249,66,51.0,23.81,16.799999999999994
249,66,51.0,23.91,16.9
249,66,51.0,24.01,17.0
249,66,51.0,24.11,17.1
249,66,51.0,24.21,17.200000000000006
249,66,51.0,24.31,17.299999999999994
249,66,51.0,24.41,17.4
249,66,51.0,24.51,17.5
249,66,51.0,24.61,17.6
249,66,51.0,24.71,17.700000000000006
249,66,51.0,24.81,17.799999999999994
249,66,51.0,24.91,17.9
249,66,51.0,25.01,18.0
249,66,51.0,25.11,18.1
249,66,51.0,25.21,18.200000000000006
249,66,51.0,25.31,18.3
249,66,51.0,25.41,18.4
249,66,51.0,25.51,18.5
249,66,51.0,25.61,18.6
249,66,51.0,25.71,18.700000000000006
249,66,51.0,25.81,18.8
249,66,51.0,25.91,18.9
249,66,51.0,26.01,19.0
249,66,51.0,26.11,19.1
249,66,51.0,26.21,19.200000000000006
249,66,51.0,26.31,19.3
249,66,52.0,26.41,19.4
249,66,52.0,26.51,19.5
249,66,52.0,26.61,19.6
249,66,52.0,26.71,19.700000000000006
249,66,52.0,26.81,19.8
249,66,52.0,26.91,19.9
249,66,52.0,27.01,20.0
249,66,52.0,27.11,20.1
249,66,52.0,27.21,20.200000000000006
249,66,52.0,27.31,20.3
249,66,52.0,27.41,20.4
249,66,52.0,27.51,20.5
249,66,52.0,27.61,20.6
249,66,52.0,27.71,20.700000000000006
249,66,52.0,27.81,20.8
249,66,52.0,27.91,20.9
249,66,52.0,28.01,21.0
249,66,52.0,28.11,21.1
249,66,53.0,28.21,21.200000000000006
249,66,53.0,28.31,21.3
249,66,53.0,28.41,21.4
249,66,53.0,28.51,21.5
249,66,53.0,28.61,21.6
249,66,53.0,28.71,21.700000000000006
249,66,53.0,28.81,21.8
249,66,53.0,28.91,21.9
249,66,53.0,29.01,22.0
249,66,53.0,29.11,22.1
249,66,53.0,29.21,22.200000000000006
249,66,53.0,29.31,22.3
249,66,53.0,29.41,22.4
249,66,53.0,29.51,22.5
249,66,53.0,29.61,22.6
249,66,53.0,29.71,22.700000000000006
249,66,53.0,29.81,22.8
249,66,53.0,29.91,22.9
249,66,53.0,30.01,23.0
249,66,53.0,30.11,23.1
249,66,53.0,30.21,23.200000000000006
249,66,53.0,30.31,23.3
249,66,53.0,30.41,23.4
249,66,53.0,30.51,23.5
249,66,53.0,30.61,23.6
249,66,53.0,30.71,23.700000000000006
249,66,53.0,30.81,23.8
249,66,53.0,30.91,23.9
249,66,53.0,31.01,24.0
249,66,53.0,31.11,24.1
249,66,53.0,31.21,24.200000000000006
249,66,53.0,31.31,24.3
249,66,53.0,31.41,24.4
249,66,53.0,31.51,24.5
249,66,53.0,31.61,24.6
249,66,53.0,31.71,24.700000000000006
249,66,53.0,31.81,24.8
249,66,53.0,31.91,24.9
249,66,53.0,32.01,25.0
249,66,53.0,32.11,25.1
249,66,53.0,32.21,25.200000000000006
249,66,53.0,32.31,25.300000000000004
249,66,53.0,32.41,25.4
249,66,53.0,32.51,25.5
249,66,53.0,32.61,25.6
249,66,53.0,32.71,25.700000000000006
249,66,53.0,32.81,25.800000000000004
249,66,53.0,32.91,25.9
249,66,53.0,33.01,26.0
249,66,53.0,33.11,26.1
249,66,53.0,33.21,26.200000000000006
249,66,53.0,33.31,26.300000000000004
249,66,53.0,33.41,26.4
249,66,53.0,33.51,26.5
249,66,53.0,33.61,26.6
249,66,53.0,33.71,26.700000000000006
249,66,53.0,33.81,26.800000000000004
249,66,53.0,33.91,26.9
249,66,53.0,34.01,27.0
249,66,53.0,34.11,27.1
249,66,53.0,34.21,27.200000000000006
249,66,53.0,34.31,27.300000000000004
249,66,53.0,34.41,27.4
249,66,53.0,34.51,27.5
249,66,53.0,34.61,27.6
249,66,53.0,34.71,27.700000000000006
249,66,53.0,34.81,27.800000000000004
249,66,53.0,34.91,27.9
249,66,53.0,35.01,28.0
249,66,53.0,35.11,28.1
249,66,53.0,35.21,28.200000000000006
249,66,53.0,35.31,28.300000000000004
249,66,53.0,35.41,28.4
249,66,53.0,35.51,28.5
249,66,53.0,35.61,28.6
249,66,53.0,35.71,28.700000000000006
249,66,53.0,35.81,28.800000000000004
249,66,53.0,35.91,28.9
249,66,53.0,36.01,29.0
249,66,53.0,36.11,29.1
249,66,53.0,36.21,29.200000000000006
249,66,53.0,36.31,29.300000000000004
249,66,53.0,36.41,29.4
249,66,53.0,36.51,29.5
